100000,9592
200000,17984
300000,25997
400000,33860
500000,41538
600000,49098
700000,56543
800000,63951
900000,71274
1000000,78498
1100000,85714
1200000,92938
1300000,100021
1400000,107126
1500000,114155
1600000,121127
1700000,128141
1800000,135072
1900000,142029
2000000,148933
2100000,155805
2200000,162662
2300000,169511
2400000,176302
2500000,183072
2600000,189880
2700000,196645
2800000,203362
2900000,210109
3000000,216816
3100000,223492
3200000,230209
3300000,236900
3400000,243539
3500000,250150
3600000,256726
3700000,263397
3800000,269987
3900000,276611
4000000,283146
4100000,289774
4200000,296314
4300000,302824
4400000,309335
4500000,315948
4600000,322441
4700000,328964
4800000,335439
4900000,341992
5000000,348513
5100000,354971
5200000,361407
5300000,367900
5400000,374362
5500000,380800
5600000,387202
5700000,393606
5800000,399993
5900000,406429
6000000,412849
6100000,419246
6200000,425648
6300000,432073
6400000,438410
6500000,444757
6600000,451159
6700000,457497
6800000,463872
6900000,470283
7000000,476648
7100000,483015
7200000,489319
7300000,495666
7400000,501962
7500000,508261
7600000,514565
7700000,520910
7800000,527154
7900000,533506
8000000,539777
8100000,546024
8200000,552319
8300000,558597
8400000,564877
8500000,571119
8600000,577439
8700000,583714
8800000,590006
8900000,596222
9000000,602489
9100000,608672
9200000,614917
9300000,621177
9400000,627400
9500000,633578
9600000,639851
9700000,646054
9800000,652265
9900000,658445
10000000,664579
10100000,670820
10200000,676970
10300000,683178
10400000,689382
10500000,695609
10600000,701795
10700000,708007
10800000,714154
10900000,720341
11000000,726517
11100000,732707
11200000,738873
11300000,745001
11400000,751131
11500000,757288
11600000,763455
11700000,769639
11800000,775773
11900000,781906
12000000,788060
12100000,794149
12200000,800285
12300000,806435
12400000,812601
12500000,818703
12600000,824801
12700000,830940
12800000,837099
12900000,843192
13000000,849252
13100000,855281
13200000,861401
13300000,867482
13400000,873606
13500000,879640
13600000,885698
13700000,891833
13800000,897938
13900000,904057
14000000,910077
14100000,916147
14200000,922193
14300000,928293
14400000,934441
14500000,940455
14600000,946551
14700000,952566
14800000,958651
14900000,964695
15000000,970704
15100000,976761
15200000,982776
15300000,988851
15400000,994839
15500000,1000862
15600000,1006966
15700000,1013012
15800000,1019012
15900000,1025092
16000000,1031130
16100000,1037119
16200000,1043113
16300000,1049172
16400000,1055139
16500000,1061198
16600000,1067185
16700000,1073198
16800000,1079266
16900000,1085243
17000000,1091314
17100000,1097360
17200000,1103258
17300000,1109288
17400000,1115323
17500000,1121389
17600000,1127407
17700000,1133364
17800000,1139344
17900000,1145305
18000000,1151367
18100000,1157275
18200000,1163205
18300000,1169267
18400000,1175214
18500000,1181158
18600000,1187148
18700000,1193122
18800000,1199102
18900000,1205065
19000000,1211050
19100000,1216988
19200000,1222953
19300000,1228861
19400000,1234873
19500000,1240833
19600000,1246718
19700000,1252693
19800000,1258685
19900000,1264617
20000000,1270607
20100000,1276577
20200000,1282513
20300000,1288409
20400000,1294356
20500000,1300243
20600000,1306226
20700000,1312179
20800000,1318125
20900000,1324046
21000000,1329943
21100000,1335881
21200000,1341795
21300000,1347749
21400000,1353661
21500000,1359631
21600000,1365511
21700000,1371432
21800000,1377385
21900000,1383291
22000000,1389261
22100000,1395148
22200000,1401007
22300000,1406874
22400000,1412758
22500000,1418640
22600000,1424606
22700000,1430531
22800000,1436398
22900000,1442335
23000000,1448221
23100000,1454144
23200000,1460019
23300000,1465935
23400000,1471822
23500000,1477731
23600000,1483609
23700000,1489509
23800000,1495350
23900000,1501220
24000000,1507122
24100000,1512992
24200000,1518898
24300000,1524831
24400000,1530729
24500000,1536569
24600000,1542459
24700000,1548366
24800000,1554245
24900000,1560093
25000000,1565927
25100000,1571812
25200000,1577649
25300000,1583439
25400000,1589324
25500000,1595177
25600000,1601049
25700000,1606876
25800000,1612775
25900000,1618668
26000000,1624527
26100000,1630379
26200000,1636202
26300000,1642052
26400000,1647911
26500000,1653807
26600000,1659690
26700000,1665517
26800000,1671330
26900000,1677200
27000000,1683065
27100000,1688960
27200000,1694762
27300000,1700558
27400000,1706405
27500000,1712204
27600000,1718134
27700000,1723913
27800000,1729764
27900000,1735590
28000000,1741430
28100000,1747297
28200000,1753058
28300000,1758964
28400000,1764767
28500000,1770613
28600000,1776430
28700000,1782260
28800000,1788065
28900000,1793863
29000000,1799676
29100000,1805472
29200000,1811272
29300000,1817102
29400000,1822944
29500000,1828703
29600000,1834530
29700000,1840359
29800000,1846115
29900000,1852006
30000000,1857859
30100000,1863719
30200000,1869536
30300000,1875367
30400000,1881199
30500000,1886923
30600000,1892785
30700000,1898632
30800000,1904396
30900000,1910248
31000000,1915979
31100000,1921714
31200000,1927488
31300000,1933290
31400000,1939089
31500000,1944833
31600000,1950638
31700000,1956440
31800000,1962184
31900000,1968015
32000000,1973815
32100000,1979564
32200000,1985372
32300000,1991162
32400000,1996958
32500000,2002749
32600000,2008561
32700000,2014337
32800000,2020103
32900000,2025864
33000000,2031667
33100000,2037385
33200000,2043192
33300000,2048989
33400000,2054802
33500000,2060577
33600000,2066324
33700000,2072084
33800000,2077862
33900000,2083678
34000000,2089379
34100000,2095092
34200000,2100791
34300000,2106544
34400000,2112215
34500000,2118001
34600000,2123788
34700000,2129473
34800000,2135232
34900000,2141013
35000000,2146775
35100000,2152470
35200000,2158233
35300000,2163998
35400000,2169775
35500000,2175518
35600000,2181266
35700000,2187043
35800000,2192806
35900000,2198505
36000000,2204262
36100000,2210026
36200000,2215731
36300000,2221543
36400000,2227279
36500000,2233036
36600000,2238778
36700000,2244473
36800000,2250226
36900000,2255897
37000000,2261623
37100000,2267395
37200000,2273189
37300000,2278857
37400000,2284633
37500000,2290350
37600000,2296101
37700000,2301840
37800000,2307562
37900000,2313254
38000000,2318966
38100000,2324728
38200000,2330509
38300000,2336299
38400000,2342005
38500000,2347727
38600000,2353448
38700000,2359142
38800000,2364953
38900000,2370696
39000000,2376402
39100000,2382120
39200000,2387828
39300000,2393630
39400000,2399359
39500000,2405101
39600000,2410827
39700000,2416624
39800000,2422305
39900000,2427981
40000000,2433654
40100000,2439371
40200000,2445078
40300000,2450819
40400000,2456577
40500000,2462273
40600000,2467902
40700000,2473603
40800000,2479409
40900000,2485075
41000000,2490756
41100000,2496476
41200000,2502205
41300000,2507850
41400000,2513534
41500000,2519246
41600000,2524898
41700000,2530575
41800000,2536286
41900000,2542018
42000000,2547620
42100000,2553305
42200000,2559020
42300000,2564807
42400000,2570490
42500000,2576200
42600000,2581841
42700000,2587550
42800000,2593245
42900000,2598870
43000000,2604535
43100000,2610226
43200000,2615907
43300000,2621566
43400000,2627281
43500000,2632997
43600000,2638710
43700000,2644301
43800000,2649982
43900000,2655643
44000000,2661384
44100000,2667036
44200000,2672702
44300000,2678429
44400000,2684053
44500000,2689717
44600000,2695450
44700000,2701159
44800000,2706858
44900000,2712494
45000000,2718160
45100000,2723886
45200000,2729508
45300000,2735255
45400000,2740985
45500000,2746679
45600000,2752380
45700000,2758056
45800000,2763691
45900000,2769407
46000000,2775053
46100000,2780731
46200000,2786355
46300000,2791974
46400000,2797652
